@relation SpokenArabicDigits_channel_3

@attribute channel_3_0 numeric
@attribute channel_3_1 numeric
@attribute channel_3_2 numeric
@attribute channel_3_3 numeric
@attribute channel_3_4 numeric
@attribute channel_3_5 numeric
@attribute channel_3_6 numeric
@attribute channel_3_7 numeric
@attribute channel_3_8 numeric
@attribute channel_3_9 numeric
@attribute channel_3_10 numeric
@attribute channel_3_11 numeric
@attribute channel_3_12 numeric
@attribute channel_3_13 numeric
@attribute channel_3_14 numeric
@attribute channel_3_15 numeric
@attribute channel_3_16 numeric
@attribute channel_3_17 numeric
@attribute channel_3_18 numeric
@attribute channel_3_19 numeric
@attribute channel_3_20 numeric
@attribute channel_3_21 numeric
@attribute channel_3_22 numeric
@attribute channel_3_23 numeric
@attribute channel_3_24 numeric
@attribute channel_3_25 numeric
@attribute channel_3_26 numeric
@attribute channel_3_27 numeric
@attribute channel_3_28 numeric
@attribute channel_3_29 numeric
@attribute channel_3_30 numeric
@attribute channel_3_31 numeric
@attribute channel_3_32 numeric
@attribute channel_3_33 numeric
@attribute channel_3_34 numeric
@attribute channel_3_35 numeric
@attribute channel_3_36 numeric
@attribute channel_3_37 numeric
@attribute channel_3_38 numeric
@attribute channel_3_39 numeric
@attribute channel_3_40 numeric
@attribute channel_3_41 numeric
@attribute channel_3_42 numeric
@attribute channel_3_43 numeric
@attribute channel_3_44 numeric
@attribute channel_3_45 numeric
@attribute channel_3_46 numeric
@attribute channel_3_47 numeric
@attribute channel_3_48 numeric
@attribute channel_3_49 numeric
@attribute channel_3_50 numeric
@attribute channel_3_51 numeric
@attribute channel_3_52 numeric
@attribute channel_3_53 numeric
@attribute channel_3_54 numeric
@attribute channel_3_55 numeric
@attribute channel_3_56 numeric
@attribute channel_3_57 numeric
@attribute channel_3_58 numeric
@attribute channel_3_59 numeric
@attribute channel_3_60 numeric
@attribute channel_3_61 numeric
@attribute channel_3_62 numeric
@attribute channel_3_63 numeric
@attribute channel_3_64 numeric
@attribute channel_3_65 numeric
@attribute channel_3_66 numeric
@attribute channel_3_67 numeric
@attribute channel_3_68 numeric
@attribute channel_3_69 numeric
@attribute channel_3_70 numeric
@attribute channel_3_71 numeric
@attribute channel_3_72 numeric
@attribute channel_3_73 numeric
@attribute channel_3_74 numeric
@attribute channel_3_75 numeric
@attribute channel_3_76 numeric
@attribute channel_3_77 numeric
@attribute channel_3_78 numeric
@attribute channel_3_79 numeric
@attribute channel_3_80 numeric
@attribute channel_3_81 numeric
@attribute channel_3_82 numeric
@attribute channel_3_83 numeric
@attribute channel_3_84 numeric
@attribute channel_3_85 numeric
@attribute channel_3_86 numeric
@attribute channel_3_87 numeric
@attribute channel_3_88 numeric
@attribute channel_3_89 numeric
@attribute channel_3_90 numeric
@attribute channel_3_91 numeric
@attribute channel_3_92 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
-0.64774,-0.34316,-0.66611,-1.1496,-1.124,-0.64902,-1.1125,-1.3752,-1.5216,-2.6404,-0.29033,1.8663,2.234,2.3587,1.9375,1.7355,2.372,1.5462,0.69148,0.14062,0.30737,0.20334,-0.078518,-0.61535,-0.35694,-0.87417,-1.4575,-1.284,-1.4655,-1.7227,-0.53146,-0.028847,-0.43583,0.00489,0.27097,0.29956,1.2785,0.6747,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.067409,-0.36409,-0.18606,-0.75274,-1.1134,-2.4082,-0.88475,-2.0363,0.24954,1.2212,1.3627,1.609,1.0573,0.7945,0.5669,0.1269,0.92187,0.70068,0.39571,-0.012789,0.64456,0.22586,-0.42296,0.85401,0.44658,-0.94856,-1.3305,-1.4645,-1.4124,-1.2717,-1.7106,-1.9123,-0.95447,-0.71433,0.2185,0.20646,-0.11922,0.002497,0.26419,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-1.7417,-2.3732,-0.5174,-0.85458,-1.4739,-0.009659,-0.1578,-0.22045,0.19912,-0.43145,-1.051,0.25823,1.2707,0.78697,0.83074,0.16667,0.34384,0.096674,0.38135,0.74514,0.31306,-0.80859,0.75974,0.1496,0.3752,-0.13664,-0.30949,0.20995,0.26074,-1.0791,-1.0218,-0.84088,-1.4778,-1.201,-1.3344,-1.1375,-0.95996,-0.67458,0.073348,0.43074,-0.61787,-0.64608,0.29913,0.58796,0.39271,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.90335,-2.6105,-1.9824,-1.743,-2.228,-0.47467,0.22953,-0.07043,0.97467,1.2794,1.2346,1.0423,1.0902,1.11,0.37674,0.68396,0.72533,0.65265,0.62606,0.55168,0.63794,0.42711,0.26566,0.72279,-0.03729,0.67404,-0.84511,-0.68579,-1.0854,-1.195,-1.1561,-1.2432,-1.5606,-1.4348,-0.96049,0.10956,0.15758,0.038626,-0.24801,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.32654,-1.2648,-1.7964,-0.97965,-1.5242,-1.2756,-1.0847,-0.71635,0.50388,0.8934,1.4742,1.5493,1.0433,0.42064,0.085781,0.31253,0.31048,1.0248,0.44341,-0.041691,0.13175,0.048274,-0.73037,0.41654,0.40719,-0.86588,0.18318,-1.2049,-1.5597,-2.1956,-2.6197,-2.8294,-2.2236,-2.001,-0.93082,0.81866,-0.68414,0.18348,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-1.5328,-0.77553,-0.80185,-0.74632,-0.55619,-0.25323,0.37347,1.1671,1.1363,1.1387,0.72307,0.58348,-0.1294,0.046306,0.42767,1.0767,0.50269,-0.31417,0.080642,0.14114,0.06851,1.282,-0.11917,0.060563,0.26114,-0.93117,-1.3866,-1.9927,-2.4797,-2.6088,-2.0339,-1.9073,-0.71102,0.86636,-0.48466,0.04982,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-2.4144,-0.43873,0.84424,-1.7728,-0.06869,-0.76125,0.071227,0.19603,0.2042,-0.62373,0.36556,0.68807,1.1103,0.90803,0.18869,0.34487,0.2055,0.24041,0.62109,0.52941,-0.37409,-0.1434,-0.12423,0.042081,0.22683,-0.2577,-0.12291,0.71606,-0.49371,-0.84242,-0.87382,-1.3897,-1.3478,-1.3132,-1.3233,-1.0331,-1.0547,0.27704,0.079685,-0.71371,-0.84537,0.093255,0.070255,0.39174,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-3.2004,-1.78,0.16728,0.76106,1.0565,0.91499,0.55066,0.1686,-0.10416,-0.066753,0.30019,0.056094,0.2441,-0.099838,-0.16925,-0.5108,-0.1744,0.30977,-0.87668,-1.2774,-1.2671,-1.2559,-1.0634,-1.4147,-1.4891,-1.1435,-1.2023,-0.82134,0.25696,-0.073851,-0.3044,0.22356,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.33022,0.41732,-0.37156,-0.87851,-0.42268,-0.46251,-0.51918,1.4446,1.1778,0.83815,0.79954,0.27798,0.12809,0.94637,0.25829,0.17925,0.23915,-0.015237,0.15713,-0.26721,-0.048475,0.29068,-0.54549,-0.92009,-0.89572,-0.9878,-1.4156,-1.4285,-1.7427,-1.5615,-0.92687,-0.88651,-0.69142,-0.75433,-0.49747,-1.4596,-0.34787,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-1.8123,-1.026,-1.1468,-0.50755,-0.2201,0.2425,-0.1348,0.65014,1.0888,0.98454,0.77121,0.54533,0.70101,0.2331,0.52523,0.29095,0.008679,0.14419,-0.41628,0.10662,0.50889,0.23629,0.4153,-0.028221,0.5774,-0.566,-0.85485,-1.0985,-1.2226,-1.0666,-1.3578,-1.4291,-1.551,-0.33643,0.49011,0.18913,-0.5007,0.010821,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
