@relation SpokenArabicDigits_channel_5

@attribute channel_5_0 numeric
@attribute channel_5_1 numeric
@attribute channel_5_2 numeric
@attribute channel_5_3 numeric
@attribute channel_5_4 numeric
@attribute channel_5_5 numeric
@attribute channel_5_6 numeric
@attribute channel_5_7 numeric
@attribute channel_5_8 numeric
@attribute channel_5_9 numeric
@attribute channel_5_10 numeric
@attribute channel_5_11 numeric
@attribute channel_5_12 numeric
@attribute channel_5_13 numeric
@attribute channel_5_14 numeric
@attribute channel_5_15 numeric
@attribute channel_5_16 numeric
@attribute channel_5_17 numeric
@attribute channel_5_18 numeric
@attribute channel_5_19 numeric
@attribute channel_5_20 numeric
@attribute channel_5_21 numeric
@attribute channel_5_22 numeric
@attribute channel_5_23 numeric
@attribute channel_5_24 numeric
@attribute channel_5_25 numeric
@attribute channel_5_26 numeric
@attribute channel_5_27 numeric
@attribute channel_5_28 numeric
@attribute channel_5_29 numeric
@attribute channel_5_30 numeric
@attribute channel_5_31 numeric
@attribute channel_5_32 numeric
@attribute channel_5_33 numeric
@attribute channel_5_34 numeric
@attribute channel_5_35 numeric
@attribute channel_5_36 numeric
@attribute channel_5_37 numeric
@attribute channel_5_38 numeric
@attribute channel_5_39 numeric
@attribute channel_5_40 numeric
@attribute channel_5_41 numeric
@attribute channel_5_42 numeric
@attribute channel_5_43 numeric
@attribute channel_5_44 numeric
@attribute channel_5_45 numeric
@attribute channel_5_46 numeric
@attribute channel_5_47 numeric
@attribute channel_5_48 numeric
@attribute channel_5_49 numeric
@attribute channel_5_50 numeric
@attribute channel_5_51 numeric
@attribute channel_5_52 numeric
@attribute channel_5_53 numeric
@attribute channel_5_54 numeric
@attribute channel_5_55 numeric
@attribute channel_5_56 numeric
@attribute channel_5_57 numeric
@attribute channel_5_58 numeric
@attribute channel_5_59 numeric
@attribute channel_5_60 numeric
@attribute channel_5_61 numeric
@attribute channel_5_62 numeric
@attribute channel_5_63 numeric
@attribute channel_5_64 numeric
@attribute channel_5_65 numeric
@attribute channel_5_66 numeric
@attribute channel_5_67 numeric
@attribute channel_5_68 numeric
@attribute channel_5_69 numeric
@attribute channel_5_70 numeric
@attribute channel_5_71 numeric
@attribute channel_5_72 numeric
@attribute channel_5_73 numeric
@attribute channel_5_74 numeric
@attribute channel_5_75 numeric
@attribute channel_5_76 numeric
@attribute channel_5_77 numeric
@attribute channel_5_78 numeric
@attribute channel_5_79 numeric
@attribute channel_5_80 numeric
@attribute channel_5_81 numeric
@attribute channel_5_82 numeric
@attribute channel_5_83 numeric
@attribute channel_5_84 numeric
@attribute channel_5_85 numeric
@attribute channel_5_86 numeric
@attribute channel_5_87 numeric
@attribute channel_5_88 numeric
@attribute channel_5_89 numeric
@attribute channel_5_90 numeric
@attribute channel_5_91 numeric
@attribute channel_5_92 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.61356,0.32763,-0.17425,-0.51313,-0.10251,-0.17102,-0.69216,-0.66582,0.14743,-0.10995,-0.87391,-1.6865,-1.9022,-1.8166,-1.6018,-1.2066,-1.4091,-1.0833,-1.2281,-0.78946,-0.58091,-0.037711,-0.53635,-0.33704,-0.55186,-0.72161,-1.2498,-1.1644,-1.0752,-2.1868,-2.2201,-1.7664,-2.3595,-1.8511,-1.5244,-0.94998,-0.72266,-1.0392,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.20898,0.47685,0.35033,0.17435,-0.42495,-0.2939,0.060962,-0.61988,-0.45672,-1.1948,-0.98087,-1.3756,-1.3412,-1.5503,-1.4959,-0.96693,0.048839,-0.2977,0.47428,0.53956,0.31316,0.048739,0.21232,-0.055373,0.1983,-0.81379,-1.249,-1.4233,-1.472,-1.1404,-1.4256,-1.414,-1.8506,-1.6997,-1.2915,-1.1389,-0.96394,-0.55958,-0.55904,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.72332,-1.1561,0.13181,0.18077,0.57709,0.42177,0.11389,0.80499,0.50907,0.61648,-0.036635,0.33267,-0.77713,-1.1998,-1.5424,-1.3517,-1.3875,-1.3977,-1.1304,0.056272,0.013074,-0.21212,0.5192,0.31169,-0.033279,-0.17756,0.23693,-0.11675,-0.28506,-1.2625,-1.2496,-1.4934,-1.6272,-1.3979,-1.4796,-1.5821,-1.6344,-1.6385,-0.23799,-1.0131,-0.69007,-0.84353,-0.77315,-1.0144,-0.97825,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.37036,-0.49537,-0.53363,0.1185,0.071226,0.042938,0.36139,-0.19446,-0.8742,-1.3591,-1.4365,-1.346,-1.194,-1.7485,-1.3068,0.008859,-0.17168,-0.061755,0.27376,-0.19292,0.07839,0.20418,-0.24004,0.045942,0.071778,-0.12169,-1.1342,-1.2512,-1.3365,-1.7529,-1.5477,-1.6689,-1.4384,-1.8765,-1.524,-0.63769,-1.0935,-1.6976,-0.93712,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.87757,0.034981,-0.15399,0.086164,-0.07359,0.082473,-0.72574,-0.29749,0.13124,-0.90389,-1.3656,-1.6567,-1.3737,-1.5245,-1.4655,-1.7214,-0.95155,-0.012304,0.19275,-0.212,0.13336,0.95345,0.28807,0.4062,0.60973,0.38514,-0.16884,-1.4904,-1.4195,-1.6594,-1.6484,-1.7627,-2.0547,-2.5321,-1.9583,0.026878,0.00279,-1.048,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.066357,0.36162,0.19955,0.46824,-0.30895,0.13804,0.28377,-0.82438,-1.3139,-1.3437,-1.3191,-1.7722,-1.3879,-1.6071,-0.81445,0.59617,0.44831,-0.19523,0.21329,0.2376,0.53376,0.30928,0.19563,0.19728,-0.14939,-1.5948,-1.4982,-1.5411,-1.8014,-2.0975,-1.9547,-2.6412,-2.0553,0.15159,-0.15693,-0.78178,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.94554,0.10462,0.7476,0.91937,0.44367,0.060687,1.6279,0.40684,0.26662,0.94975,0.4273,-0.32892,-1.2863,-1.8333,-1.4168,-1.3149,-1.6869,-0.97957,-0.52649,0.53673,-0.079354,-0.65335,-0.014737,0.25346,-0.049203,0.099652,0.43407,0.061103,-0.75765,-1.1049,-1.6052,-1.3207,-1.694,-1.7649,-1.5137,-1.6172,-1.8296,-0.19265,-0.59475,-0.65297,-0.89581,-0.46647,-0.67524,-0.66072,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.10477,0.20028,0.15427,-0.8139,-1.1183,-1.5663,-1.801,-1.7277,-1.838,-1.1317,-0.44094,0.20317,0.22004,-0.019053,-0.025275,0.47017,0.002668,-0.22768,-1.0703,-1.5827,-1.8023,-1.5485,-1.6841,-2.0181,-2.2268,-1.9839,-1.6161,-1.2664,-0.86017,-0.78796,-0.66643,-0.6554,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
1.1973,0.69677,0.17682,0.15243,0.095705,0.25706,0.12626,-0.77535,-1.6607,-1.8897,-1.6737,-1.3813,-0.94601,0.26066,0.2518,0.42196,0.64194,-0.15219,0.006283,0.029043,-0.014481,0.15668,-0.65771,-1.3713,-2.1904,-2.012,-1.7805,-1.8157,-1.9608,-2.0745,-2.0826,-1.5413,-1.4836,-1.2161,-1.0239,-1.6549,-1.2536,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.21888,0.032195,-0.025723,0.52102,0.40213,0.41378,0.036354,-0.69459,-1.2424,-1.1616,-1.1535,-1.2644,-1.4029,-1.225,-0.046582,-0.20865,0.14622,0.41411,-0.06694,0.34658,0.72823,0.33091,0.088702,0.16091,0.13454,-1.6602,-1.2996,-1.4856,-1.9753,-1.6616,-1.9026,-1.7839,-1.6549,-1.441,-0.44806,-0.87402,-1.1609,-0.92794,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.32855,0.26381,0.046408,-0.33724,-0.81419,-0.14874,-1.0061,-0.54549,-1.2464,-1.2111,-1.2525,-1.2623,-0.80789,-0.74449,-0.5867,-0.33135,-0.52239,-0.79268,-0.19655,-0.39135,0.029204,-0.5668,0.34856,0.048773,0.19133,-0.43444,-1.0835,-1.1817,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.69402,0.35376,-0.27394,0.45876,-0.11024,-0.012411,0.1138,-0.21797,-0.6716,-0.59212,-0.9629,-1.5881,-1.4426,-1.3019,-1.0746,-0.95319,-0.63862,-1.1455,-0.98814,-0.60254,-0.55117,-1.168,-1.3754,-0.98501,-0.5496,0.22652,0.17467,0.40946,-0.11422,-0.68408,-0.66128,-0.17501,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.080377,0.020309,0.007622,-0.78489,-1.3497,-0.88952,-0.53134,-0.78108,-0.57108,-1.4399,-1.3101,-1.2363,-1.1452,-0.92399,-0.78464,-0.60343,-0.60463,-0.59082,-0.10139,0.14833,-0.082057,-0.25793,-0.006201,-0.4342,0.36486,0.034828,0.017859,-0.29804,-0.67161,-0.68698,0.14604,-0.58674,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.8029,0.47178,-0.9353,-0.86948,-0.66705,-1.257,-0.1821,-1.5417,-1.0778,-1.3877,-1.1739,-0.78905,-0.36265,-0.25149,-0.37012,-0.41032,0.57241,-1.0071,-0.77377,-0.19589,-0.10704,0.15394,0.37113,0.24582,-0.22241,-0.56328,-0.93167,-0.84051,-0.57809,-0.088188,-0.35357,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.095173,-0.14311,-0.1959,-0.39948,-0.90342,-1.2941,-0.77868,-1.4165,-1.2015,-1.2874,-1.0525,-0.89914,-1.1204,-0.78545,-1.028,-1.0133,-0.24509,0.020852,1.1376,0.72323,-0.004502,-0.54266,0.34154,0.39947,-0.056978,-0.82611,-0.40355,-0.35323,-0.12801,-0.40177,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.45381,-0.12922,-0.83218,-0.81047,-0.66269,-0.54177,-1.0482,-0.96757,-1.1286,-1.2566,-1.1125,-0.58509,-0.60947,-0.95397,-0.59689,-0.82757,-0.20226,-0.15536,0.41256,0.57196,0.30618,0.50311,0.48999,0.14216,-0.55748,-0.82145,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.33254,0.47492,-0.37749,-0.27647,-0.96817,-0.26709,-0.58428,-1.1068,-1.2202,-0.97509,-0.63121,-0.65416,-0.61666,-0.74761,-0.12106,0.38501,0.19143,-0.011227,0.11522,-0.22693,0.112,0.15224,0.25314,-0.2712,-0.6793,-0.076342,0.22778,-0.051242,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.026412,0.000218,-0.53267,-0.54707,-0.30261,-0.67759,-0.68835,-1.1981,-1.352,-1.1648,-0.81864,-0.50394,-0.47207,-0.57172,-0.18501,0.54028,-0.27924,0.2235,-0.035454,-0.047686,0.28619,0.23929,-0.079606,-0.614,-0.50006,-0.4442,0.41262,-0.44624,-0.27364,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.76079,-0.30485,-0.66667,-0.16564,-0.25122,-0.16528,-0.13853,-0.98224,-0.91556,-0.95799,-0.80287,-0.97,-0.82392,-0.57846,-0.33041,-0.38724,0.47178,-0.40095,0.21374,-0.07791,0.66768,-0.47558,0.20835,0.055342,0.15823,-0.33707,-0.73113,-0.36384,-0.44913,-0.88777,-0.18717,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.34153,-0.2859,0.21345,0.18802,-0.70885,-0.88132,-0.30806,-1.3335,-1.0047,-0.90662,-0.71473,-0.61601,-0.40994,-0.27982,0.11257,-0.57327,-0.37189,-0.51551,-0.1731,-0.23289,-0.20094,0.20077,-0.079191,0.009675,-0.15685,-0.41097,-0.85856,0.056716,-0.24166,-0.32876,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.075834,-0.32736,-0.20155,0.17251,-0.49372,0.73448,0.74955,0.078486,0.038765,0.28379,0.89341,-1.393,-1.8958,-1.7568,-1.7187,-2.361,-1.8234,-2.09,-2.3162,-1.2097,-1.5335,-1.8924,-1.2564,-0.674,-0.75165,-0.011827,-0.057662,-0.57487,-1.5833,-1.099,-0.81632,-1.1099,-0.9944,-1.1795,-0.75095,-0.94985,-0.85255,-0.62168,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.096748,-0.58554,0.1391,0.1722,0.032722,-0.5112,0.42036,0.34466,0.10894,-0.24626,-0.000085,0.061,-0.02076,-1.8721,-1.9396,-2.4031,-2.1035,-1.8817,-2.0729,-1.8438,-1.4434,-1.4549,-0.91176,-1.7822,-1.2147,-0.94805,0.12864,-0.45992,-0.086573,-0.035294,-0.16784,-0.70325,-0.81466,-0.6105,-0.21,-0.68356,-0.77623,-0.42921,-0.40192,-0.75211,-0.70736,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.18786,0.069365,0.23574,-0.14272,0.5343,0.29081,0.1077,-0.5703,-0.76078,-0.031002,-1.5864,-1.3959,-1.4563,-1.9518,-1.9314,-2.283,-1.7469,-1.126,-0.90067,-1.1736,-1.7851,-1.6734,-0.96973,-1.4471,-1.0546,-1.142,-0.55847,-0.25422,-0.46992,-1.1079,-0.064949,-1.7668,-0.75814,-0.17438,-0.96339,-1.0701,-1.1291,-0.84982,-0.96715,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
