@relation SpokenArabicDigits_channel_9

@attribute channel_9_0 numeric
@attribute channel_9_1 numeric
@attribute channel_9_2 numeric
@attribute channel_9_3 numeric
@attribute channel_9_4 numeric
@attribute channel_9_5 numeric
@attribute channel_9_6 numeric
@attribute channel_9_7 numeric
@attribute channel_9_8 numeric
@attribute channel_9_9 numeric
@attribute channel_9_10 numeric
@attribute channel_9_11 numeric
@attribute channel_9_12 numeric
@attribute channel_9_13 numeric
@attribute channel_9_14 numeric
@attribute channel_9_15 numeric
@attribute channel_9_16 numeric
@attribute channel_9_17 numeric
@attribute channel_9_18 numeric
@attribute channel_9_19 numeric
@attribute channel_9_20 numeric
@attribute channel_9_21 numeric
@attribute channel_9_22 numeric
@attribute channel_9_23 numeric
@attribute channel_9_24 numeric
@attribute channel_9_25 numeric
@attribute channel_9_26 numeric
@attribute channel_9_27 numeric
@attribute channel_9_28 numeric
@attribute channel_9_29 numeric
@attribute channel_9_30 numeric
@attribute channel_9_31 numeric
@attribute channel_9_32 numeric
@attribute channel_9_33 numeric
@attribute channel_9_34 numeric
@attribute channel_9_35 numeric
@attribute channel_9_36 numeric
@attribute channel_9_37 numeric
@attribute channel_9_38 numeric
@attribute channel_9_39 numeric
@attribute channel_9_40 numeric
@attribute channel_9_41 numeric
@attribute channel_9_42 numeric
@attribute channel_9_43 numeric
@attribute channel_9_44 numeric
@attribute channel_9_45 numeric
@attribute channel_9_46 numeric
@attribute channel_9_47 numeric
@attribute channel_9_48 numeric
@attribute channel_9_49 numeric
@attribute channel_9_50 numeric
@attribute channel_9_51 numeric
@attribute channel_9_52 numeric
@attribute channel_9_53 numeric
@attribute channel_9_54 numeric
@attribute channel_9_55 numeric
@attribute channel_9_56 numeric
@attribute channel_9_57 numeric
@attribute channel_9_58 numeric
@attribute channel_9_59 numeric
@attribute channel_9_60 numeric
@attribute channel_9_61 numeric
@attribute channel_9_62 numeric
@attribute channel_9_63 numeric
@attribute channel_9_64 numeric
@attribute channel_9_65 numeric
@attribute channel_9_66 numeric
@attribute channel_9_67 numeric
@attribute channel_9_68 numeric
@attribute channel_9_69 numeric
@attribute channel_9_70 numeric
@attribute channel_9_71 numeric
@attribute channel_9_72 numeric
@attribute channel_9_73 numeric
@attribute channel_9_74 numeric
@attribute channel_9_75 numeric
@attribute channel_9_76 numeric
@attribute channel_9_77 numeric
@attribute channel_9_78 numeric
@attribute channel_9_79 numeric
@attribute channel_9_80 numeric
@attribute channel_9_81 numeric
@attribute channel_9_82 numeric
@attribute channel_9_83 numeric
@attribute channel_9_84 numeric
@attribute channel_9_85 numeric
@attribute channel_9_86 numeric
@attribute channel_9_87 numeric
@attribute channel_9_88 numeric
@attribute channel_9_89 numeric
@attribute channel_9_90 numeric
@attribute channel_9_91 numeric
@attribute channel_9_92 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.98844,0.28804,0.5005,-0.10915,0.17564,-0.1401,0.13809,0.096346,0.12083,0.092423,-0.70288,-0.30375,-0.509,-0.34682,-0.48164,-0.57407,-0.75278,-0.14521,0.33949,0.28104,0.57519,0.10717,0.009803,-0.40149,-0.19249,-0.40534,0.13628,-0.2144,0.002613,-0.019216,-0.118,-0.39579,-0.80271,-0.55409,-0.22031,-0.080658,-0.076555,-0.22037,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.16329,0.31864,0.39094,0.11542,0.39082,0.71016,-0.28826,0.13015,-0.17273,-0.50415,-0.38932,-0.42129,-0.36871,-0.57046,-0.79332,-0.29291,-0.69682,-0.29113,0.31887,0.81284,0.1179,0.029553,-0.36183,0.27342,-0.18167,-0.65237,0.05984,-0.070687,0.068438,0.18979,-0.17192,-0.1595,-0.17756,-0.092361,-0.82027,-0.77361,-0.89704,-0.45165,-0.14409,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.21601,0.33261,0.43619,0.024657,-0.028967,0.45315,0.32407,0.34062,0.058236,0.4138,0.34891,0.035856,-0.75996,-0.74388,-0.86046,-0.6,-0.34867,-0.017197,-0.3175,-0.24551,0.13533,-0.036628,-0.1391,0.47022,0.18438,-0.030824,-0.22972,-0.69102,0.031562,0.10515,0.036252,0.14829,-0.04064,0.18661,0.1,0.16909,0.21428,0.19104,-0.11854,0.002907,0.075625,-0.10032,-0.35405,-0.39564,-0.65958,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.34598,0.13493,0.44263,0.84252,0.50431,0.50078,0.14682,0.71677,-0.51083,-0.21436,-0.29235,-0.53659,-0.29371,-0.27533,-0.4537,-0.34612,0.068208,0.28748,-0.009717,0.60127,0.21495,0.30916,0.26129,-0.056426,0.055805,-0.29997,0.33486,0.42057,-0.003212,0.22934,-0.25739,0.001527,-0.13024,-0.069241,-0.29585,-0.28597,-0.11242,-0.49002,0.35826,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.45054,0.38743,0.60132,0.16377,0.3345,-0.15104,0.049718,0.35581,0.25934,-0.60675,-0.83337,-0.37563,-0.012017,-0.12702,-0.17422,-0.080593,-0.5844,-0.39087,-0.10514,0.26265,0.20409,0.096466,0.3914,0.1273,-0.29031,0.021482,-0.40816,0.13471,0.18449,0.16545,0.18381,0.13339,0.19503,0.33077,-0.072354,-0.14754,-0.88271,0.3935,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.62822,0.41216,0.39181,0.084503,0.17337,0.1365,0.36296,-0.61813,-0.7171,-0.33939,0.023574,-0.094509,0.10787,-0.083413,-0.50665,-0.34783,0.058607,0.039749,0.20425,0.32669,0.39652,0.62447,0.76022,0.21208,-0.54049,0.21966,0.031897,0.34198,0.1601,-0.059709,0.16621,0.15526,-0.22909,0.18384,-0.67968,0.18054,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.66417,0.43743,0.93463,0.080201,0.23521,0.38394,0.5978,0.39482,0.18751,0.12435,0.24585,-0.58225,-0.51573,-1.0219,-0.55833,-0.41423,-0.35901,-0.21163,-0.24099,-0.10985,-0.048737,0.099594,0.20082,0.38944,0.16062,0.073925,-0.39909,-0.16781,0.19479,-0.058729,-0.003157,-0.083306,0.10182,-0.13345,0.20643,0.16528,-0.074628,-0.20805,0.015904,-0.12476,-0.19523,-0.39108,-0.3937,-0.8311,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.9591,0.29929,-0.34615,-0.50704,-0.60189,-0.50242,-0.92584,-0.70083,-0.71091,-0.70897,-0.026992,0.04349,0.005624,0.40452,0.071644,0.28376,0.004684,-0.11532,0.13759,0.032784,-0.16373,0.081569,-0.13186,-0.28892,-0.24615,-0.029655,-0.03161,-0.20231,-0.23135,-0.3481,-0.69049,-0.13432,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.57599,0.67783,0.17959,-0.022868,0.10442,0.30915,0.22826,-0.38891,-0.17582,-0.26358,-0.49035,-0.29311,-0.37396,-0.18511,0.014281,0.10632,0.1021,0.22841,0.19958,0.1698,0.045452,0.026867,-0.66451,0.066052,-0.027903,0.33922,0.11583,0.1983,0.29014,0.49988,0.45039,-0.23639,-0.39437,-0.059918,-0.085278,0.68469,-0.039126,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.20698,0.46483,0.12703,0.36843,1.0013,0.51781,0.036649,-0.36594,-0.44171,-0.26617,-0.34083,-0.59331,-0.44942,-0.47772,-0.03552,-0.069487,0.10978,0.1001,0.39009,0.17806,0.48668,-0.090231,-0.029662,0.17299,-0.30669,0.040638,0.11408,-0.03876,-0.38189,-0.14778,-0.15488,-0.49496,-0.22902,-0.46928,-0.10835,-0.28355,-0.40695,-0.006613,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
