@relation SpokenArabicDigits_channel_11

@attribute channel_11_0 numeric
@attribute channel_11_1 numeric
@attribute channel_11_2 numeric
@attribute channel_11_3 numeric
@attribute channel_11_4 numeric
@attribute channel_11_5 numeric
@attribute channel_11_6 numeric
@attribute channel_11_7 numeric
@attribute channel_11_8 numeric
@attribute channel_11_9 numeric
@attribute channel_11_10 numeric
@attribute channel_11_11 numeric
@attribute channel_11_12 numeric
@attribute channel_11_13 numeric
@attribute channel_11_14 numeric
@attribute channel_11_15 numeric
@attribute channel_11_16 numeric
@attribute channel_11_17 numeric
@attribute channel_11_18 numeric
@attribute channel_11_19 numeric
@attribute channel_11_20 numeric
@attribute channel_11_21 numeric
@attribute channel_11_22 numeric
@attribute channel_11_23 numeric
@attribute channel_11_24 numeric
@attribute channel_11_25 numeric
@attribute channel_11_26 numeric
@attribute channel_11_27 numeric
@attribute channel_11_28 numeric
@attribute channel_11_29 numeric
@attribute channel_11_30 numeric
@attribute channel_11_31 numeric
@attribute channel_11_32 numeric
@attribute channel_11_33 numeric
@attribute channel_11_34 numeric
@attribute channel_11_35 numeric
@attribute channel_11_36 numeric
@attribute channel_11_37 numeric
@attribute channel_11_38 numeric
@attribute channel_11_39 numeric
@attribute channel_11_40 numeric
@attribute channel_11_41 numeric
@attribute channel_11_42 numeric
@attribute channel_11_43 numeric
@attribute channel_11_44 numeric
@attribute channel_11_45 numeric
@attribute channel_11_46 numeric
@attribute channel_11_47 numeric
@attribute channel_11_48 numeric
@attribute channel_11_49 numeric
@attribute channel_11_50 numeric
@attribute channel_11_51 numeric
@attribute channel_11_52 numeric
@attribute channel_11_53 numeric
@attribute channel_11_54 numeric
@attribute channel_11_55 numeric
@attribute channel_11_56 numeric
@attribute channel_11_57 numeric
@attribute channel_11_58 numeric
@attribute channel_11_59 numeric
@attribute channel_11_60 numeric
@attribute channel_11_61 numeric
@attribute channel_11_62 numeric
@attribute channel_11_63 numeric
@attribute channel_11_64 numeric
@attribute channel_11_65 numeric
@attribute channel_11_66 numeric
@attribute channel_11_67 numeric
@attribute channel_11_68 numeric
@attribute channel_11_69 numeric
@attribute channel_11_70 numeric
@attribute channel_11_71 numeric
@attribute channel_11_72 numeric
@attribute channel_11_73 numeric
@attribute channel_11_74 numeric
@attribute channel_11_75 numeric
@attribute channel_11_76 numeric
@attribute channel_11_77 numeric
@attribute channel_11_78 numeric
@attribute channel_11_79 numeric
@attribute channel_11_80 numeric
@attribute channel_11_81 numeric
@attribute channel_11_82 numeric
@attribute channel_11_83 numeric
@attribute channel_11_84 numeric
@attribute channel_11_85 numeric
@attribute channel_11_86 numeric
@attribute channel_11_87 numeric
@attribute channel_11_88 numeric
@attribute channel_11_89 numeric
@attribute channel_11_90 numeric
@attribute channel_11_91 numeric
@attribute channel_11_92 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.20817,0.6269,0.45316,0.69064,0.53229,0.59122,-0.41387,0.47295,-0.3526,1.2968,-0.14784,-0.10077,-0.15298,-0.092822,0.10498,0.21198,-0.12754,-0.27262,0.44791,0.58872,0.81031,0.2956,0.047697,0.23938,0.5386,-0.552,-0.12633,-0.54253,-0.65291,-0.57275,-0.75199,-0.3204,-1.3697,-1.1453,-0.84301,-0.91618,-0.36757,0.10891,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.12431,0.7256,0.49671,1.0692,0.7573,0.89173,0.6241,0.37898,0.39479,-0.12575,0.19862,0.088836,-0.001886,0.069217,0.03267,-0.012901,0.029501,-0.035199,0.16204,-0.18329,0.35134,0.2058,0.1148,0.16232,0.58479,-0.20753,-0.22178,-0.48035,-0.77027,-0.47031,-0.5239,-0.5097,-0.24003,-0.35013,-0.58155,-0.72909,-0.11143,-0.16952,-0.20689,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.38903,0.58747,0.024665,0.9562,0.8901,0.53043,0.10654,0.71757,0.73984,0.095494,0.49025,0.31101,-0.18474,0.40686,0.17826,-0.17124,-0.064749,-0.3129,-0.45662,0.020088,-0.29586,-0.09177,0.26228,0.16713,0.55231,-0.038409,-0.13949,0.070193,-0.48592,-0.44415,-0.5275,-0.60415,-0.68219,-0.37042,-0.32152,-0.46024,-0.59022,-0.32091,-0.27049,-0.39511,-0.58775,-0.65383,-0.68612,-0.5918,-0.24844,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.5088,0.38317,0.46365,-0.37219,1.1758,0.45242,0.64995,0.007117,-0.43635,0.66086,0.70613,0.60653,0.31117,0.080799,-0.36558,-0.41756,0.548,0.18014,0.15744,0.51015,0.31088,0.20522,0.18132,-0.13009,0.44885,-0.29923,-0.4862,-0.33292,-0.39515,-0.42494,-0.44126,-0.26976,-0.4046,-0.64089,-0.59117,-0.32442,-1.4388,-1.2729,-0.24748,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.84049,0.33832,0.12417,0.013495,0.52701,0.51802,0.72095,-0.12542,0.34107,0.054478,0.13151,-0.14889,-0.34104,-0.27446,-0.15389,-0.21248,-0.2698,-0.34782,-0.020989,-0.002579,0.11284,-0.13281,0.43326,0.63015,0.37868,-0.033625,-0.52186,-0.77665,-0.82171,-0.52944,-0.86604,-0.75271,-0.54999,-0.56623,-0.63213,-0.092134,0.7465,-0.6284,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.43092,-0.048828,0.10239,0.84207,0.69578,0.16215,0.18894,-0.007254,-0.060225,-0.095507,-0.33899,-0.48927,-0.35721,-0.26091,-0.60625,0.3162,0.10186,-0.02321,0.013002,0.14162,0.27677,0.36402,0.23782,-0.19932,-0.37961,-0.83628,-0.83694,-0.61099,-0.98063,-0.92398,-0.59095,-0.85674,-0.69386,0.47138,0.70515,-0.3406,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.22517,0.35846,0.58201,0.77547,0.85182,0.76448,0.96153,0.67006,0.30001,0.005534,0.31114,-0.2386,0.16108,0.40995,-0.004674,-0.19344,-0.18981,-0.36867,-0.18139,-0.17405,-0.15733,0.35128,0.16277,0.50143,0.051695,-0.11519,-0.61203,-0.088014,-0.47509,-0.51814,-0.74867,-0.51142,-0.53599,-0.67894,-0.48112,-0.63779,-0.77348,-0.2595,-0.29303,-0.58261,-0.31967,-0.62256,-0.69438,-0.42302,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.6831,0.42273,-0.34775,-0.2279,0.3086,0.02093,-0.20802,-0.21323,-0.24138,-0.48765,-0.21609,0.071154,0.097928,0.22211,-0.23065,0.15982,-0.021364,-0.34833,-0.37705,-0.65669,-0.68999,-0.55848,-0.48753,-0.86819,-0.68344,-0.95431,-0.69907,-0.88597,-0.78308,-0.3564,-0.38236,-0.40957,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.92761,0.70858,0.33175,0.9979,0.25528,0.17527,-0.22206,-0.13551,-0.017174,-0.018534,0.32461,-0.19663,-0.092298,-0.079411,-0.097416,-0.36681,-0.48982,0.60231,0.26285,0.06259,0.14021,0.21293,-0.30785,-0.14188,-0.34881,-0.083433,0.090055,-0.30735,-0.33123,-0.046967,-0.42006,-0.70075,-0.57216,-0.4814,-0.092213,-0.36398,-0.082689,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.27768,0.30718,0.40456,0.25948,0.21688,0.49761,-0.092367,-0.42455,0.67791,0.52395,0.11898,0.29417,0.045804,-0.32236,-0.4363,0.032019,0.046494,-0.14082,-0.04059,-0.026311,0.28261,-0.001443,0.21127,0.24869,-0.28658,-0.61918,-0.50727,-0.52537,-0.63272,-0.57132,-0.53737,-0.7001,-0.6687,-0.62799,-0.5107,-0.69477,-0.51756,0.057386,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
