@relation SpokenArabicDigits_channel_2

@attribute channel_2_0 numeric
@attribute channel_2_1 numeric
@attribute channel_2_2 numeric
@attribute channel_2_3 numeric
@attribute channel_2_4 numeric
@attribute channel_2_5 numeric
@attribute channel_2_6 numeric
@attribute channel_2_7 numeric
@attribute channel_2_8 numeric
@attribute channel_2_9 numeric
@attribute channel_2_10 numeric
@attribute channel_2_11 numeric
@attribute channel_2_12 numeric
@attribute channel_2_13 numeric
@attribute channel_2_14 numeric
@attribute channel_2_15 numeric
@attribute channel_2_16 numeric
@attribute channel_2_17 numeric
@attribute channel_2_18 numeric
@attribute channel_2_19 numeric
@attribute channel_2_20 numeric
@attribute channel_2_21 numeric
@attribute channel_2_22 numeric
@attribute channel_2_23 numeric
@attribute channel_2_24 numeric
@attribute channel_2_25 numeric
@attribute channel_2_26 numeric
@attribute channel_2_27 numeric
@attribute channel_2_28 numeric
@attribute channel_2_29 numeric
@attribute channel_2_30 numeric
@attribute channel_2_31 numeric
@attribute channel_2_32 numeric
@attribute channel_2_33 numeric
@attribute channel_2_34 numeric
@attribute channel_2_35 numeric
@attribute channel_2_36 numeric
@attribute channel_2_37 numeric
@attribute channel_2_38 numeric
@attribute channel_2_39 numeric
@attribute channel_2_40 numeric
@attribute channel_2_41 numeric
@attribute channel_2_42 numeric
@attribute channel_2_43 numeric
@attribute channel_2_44 numeric
@attribute channel_2_45 numeric
@attribute channel_2_46 numeric
@attribute channel_2_47 numeric
@attribute channel_2_48 numeric
@attribute channel_2_49 numeric
@attribute channel_2_50 numeric
@attribute channel_2_51 numeric
@attribute channel_2_52 numeric
@attribute channel_2_53 numeric
@attribute channel_2_54 numeric
@attribute channel_2_55 numeric
@attribute channel_2_56 numeric
@attribute channel_2_57 numeric
@attribute channel_2_58 numeric
@attribute channel_2_59 numeric
@attribute channel_2_60 numeric
@attribute channel_2_61 numeric
@attribute channel_2_62 numeric
@attribute channel_2_63 numeric
@attribute channel_2_64 numeric
@attribute channel_2_65 numeric
@attribute channel_2_66 numeric
@attribute channel_2_67 numeric
@attribute channel_2_68 numeric
@attribute channel_2_69 numeric
@attribute channel_2_70 numeric
@attribute channel_2_71 numeric
@attribute channel_2_72 numeric
@attribute channel_2_73 numeric
@attribute channel_2_74 numeric
@attribute channel_2_75 numeric
@attribute channel_2_76 numeric
@attribute channel_2_77 numeric
@attribute channel_2_78 numeric
@attribute channel_2_79 numeric
@attribute channel_2_80 numeric
@attribute channel_2_81 numeric
@attribute channel_2_82 numeric
@attribute channel_2_83 numeric
@attribute channel_2_84 numeric
@attribute channel_2_85 numeric
@attribute channel_2_86 numeric
@attribute channel_2_87 numeric
@attribute channel_2_88 numeric
@attribute channel_2_89 numeric
@attribute channel_2_90 numeric
@attribute channel_2_91 numeric
@attribute channel_2_92 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
1.5429,1.8856,1.6943,1.8454,1.1995,1.3252,2.1048,0.90713,1.4749,0.90147,2.5571,0.65149,0.30972,0.57601,0.58299,-0.11785,0.58429,1.1063,2.0408,1.1709,1.7852,0.004529,0.75281,-0.26361,-0.49394,0.4979,-0.14143,-0.89137,-0.55668,-0.78234,-0.77168,-0.90726,-0.84101,-0.46652,0.24479,0.94856,1.069,0.89114,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.29554,1.9788,1.4909,1.573,1.0826,0.20764,0.72366,0.58075,1.9734,0.83843,1.8557,1.9556,2.0167,1.9395,1.5657,1.3602,0.92568,1.7552,0.82865,1.3068,0.21678,1.3666,0.24527,0.053974,1.4786,0.5981,0.24983,0.3576,0.42514,0.48475,0.1074,-0.11251,-0.49463,-0.20089,0.86532,0.47818,1.2114,1.2137,0.83588,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
1.3789,1.2175,1.9707,1.4665,1.4378,1.7367,1.8106,1.3098,1.2415,0.72277,1.4113,0.56335,1.5154,1.5699,1.6104,1.4654,1.3891,1.4121,1.504,1.2176,0.54479,0.63325,0.30649,1.2106,0.21952,0.96882,-0.64717,0.49322,1.0635,0.23144,0.57871,0.36927,0.30652,0.43169,0.50801,0.17337,0.00098,-0.021372,0.86159,0.85414,0.62155,0.48882,1.014,1.0779,1.3032,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
1.0673,0.63916,0.90099,1.3035,0.76825,0.6702,2.076,1.4508,1.7925,1.6771,1.5602,1.776,1.7572,1.5888,1.2966,1.2331,0.85345,0.86285,0.63414,1.3362,1.2328,1.1466,0.85519,0.73031,0.39241,1.3923,0.20566,0.12421,-0.15959,-0.20523,-0.14598,-0.14509,-0.21257,-0.52635,0.1623,0.90656,0.89067,1.0634,1.1086,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
1.566,1.4594,0.75046,1.2326,0.84928,1.4256,1.9015,1.7711,1.0074,1.5384,1.5488,2.0369,1.7781,1.4666,1.9432,1.5372,1.8672,1.8044,0.7448,0.43521,0.635,0.7759,0.16303,0.058435,-0.085168,-0.26467,1.4196,0.54644,0.41505,0.17608,-0.042683,0.17641,0.12588,-0.44705,-0.15159,1.3891,0.079201,1.3253,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.46036,0.84268,1.17,1.3027,2.2446,1.0787,0.70816,1.4597,1.4035,1.6765,1.7246,1.663,1.7798,1.661,1.4577,1.5897,0.62247,0.41753,0.60084,0.67635,1.2723,0.35339,0.18474,0.43141,1.0842,0.94754,0.2836,0.23223,-0.042385,0.066109,0.072416,-0.43389,0.3008,1.1487,0.034892,0.95534,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.75277,1.7256,1.9709,1.4575,2.0397,1.9441,0.62633,1.2716,1.6536,2.0852,0.58904,1.7594,1.5309,1.8625,1.2311,1.4865,1.579,1.2419,1.5002,0.57964,0.35459,0.53501,1.1303,0.77907,0.49941,0.40449,-0.16571,0.93457,0.71628,0.40316,0.52594,0.55727,0.30033,0.10009,0.524,0.056294,-0.1334,0.88258,0.48035,0.66434,0.47696,0.89764,0.67822,1.0145,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.17824,0.9289,1.3622,1.3858,1.252,1.6675,0.87709,1.0853,0.59933,0.43639,0.99523,0.32701,0.66953,0.90539,0.58329,1.7229,0.31955,0.73019,0.15122,0.041543,0.075866,0.18898,-0.065102,-0.67346,-0.31305,-0.62289,-0.59556,0.20041,0.4725,0.54998,0.22349,1.0708,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.83393,1.5021,1.441,1.4427,1.2899,1.4354,1.2256,0.97043,1.7299,1.7604,1.4989,1.8277,1.1461,0.96254,0.57582,0.50461,0.59189,0.46129,0.69278,0.10472,0.34711,0.69213,0.68453,0.38843,0.27712,0.3676,0.56438,0.45164,0.32643,-0.082614,-0.43961,0.098259,0.78048,0.28323,0.5916,0.21015,0.47607,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.86374,1.1867,1.3562,1.0658,0.59355,1.3773,0.43332,1.2066,1.6842,1.2289,1.4334,1.5991,1.572,1.1266,0.73801,0.61656,0.30226,0.47944,0.42231,0.52073,0.64373,0.48952,0.71639,0.31604,1.0292,0.54546,-0.048683,-0.086056,-0.43378,-0.087331,-0.1524,-0.59105,-0.23445,0.18901,0.96978,0.70898,0.41146,0.95722,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.95071,1.7897,1.7098,1.3129,1.3055,2.1983,1.0412,0.42398,2.8729,-0.24401,-1.2743,-1.4683,-1.641,-1.086,0.19557,1.3781,0.7402,1.4823,1.5483,2.2209,1.7709,1.5182,0.29413,-0.86713,-1.4671,-1.806,-1.1129,-0.039913,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
