@relation SpokenArabicDigits_channel_4

@attribute channel_4_0 numeric
@attribute channel_4_1 numeric
@attribute channel_4_2 numeric
@attribute channel_4_3 numeric
@attribute channel_4_4 numeric
@attribute channel_4_5 numeric
@attribute channel_4_6 numeric
@attribute channel_4_7 numeric
@attribute channel_4_8 numeric
@attribute channel_4_9 numeric
@attribute channel_4_10 numeric
@attribute channel_4_11 numeric
@attribute channel_4_12 numeric
@attribute channel_4_13 numeric
@attribute channel_4_14 numeric
@attribute channel_4_15 numeric
@attribute channel_4_16 numeric
@attribute channel_4_17 numeric
@attribute channel_4_18 numeric
@attribute channel_4_19 numeric
@attribute channel_4_20 numeric
@attribute channel_4_21 numeric
@attribute channel_4_22 numeric
@attribute channel_4_23 numeric
@attribute channel_4_24 numeric
@attribute channel_4_25 numeric
@attribute channel_4_26 numeric
@attribute channel_4_27 numeric
@attribute channel_4_28 numeric
@attribute channel_4_29 numeric
@attribute channel_4_30 numeric
@attribute channel_4_31 numeric
@attribute channel_4_32 numeric
@attribute channel_4_33 numeric
@attribute channel_4_34 numeric
@attribute channel_4_35 numeric
@attribute channel_4_36 numeric
@attribute channel_4_37 numeric
@attribute channel_4_38 numeric
@attribute channel_4_39 numeric
@attribute channel_4_40 numeric
@attribute channel_4_41 numeric
@attribute channel_4_42 numeric
@attribute channel_4_43 numeric
@attribute channel_4_44 numeric
@attribute channel_4_45 numeric
@attribute channel_4_46 numeric
@attribute channel_4_47 numeric
@attribute channel_4_48 numeric
@attribute channel_4_49 numeric
@attribute channel_4_50 numeric
@attribute channel_4_51 numeric
@attribute channel_4_52 numeric
@attribute channel_4_53 numeric
@attribute channel_4_54 numeric
@attribute channel_4_55 numeric
@attribute channel_4_56 numeric
@attribute channel_4_57 numeric
@attribute channel_4_58 numeric
@attribute channel_4_59 numeric
@attribute channel_4_60 numeric
@attribute channel_4_61 numeric
@attribute channel_4_62 numeric
@attribute channel_4_63 numeric
@attribute channel_4_64 numeric
@attribute channel_4_65 numeric
@attribute channel_4_66 numeric
@attribute channel_4_67 numeric
@attribute channel_4_68 numeric
@attribute channel_4_69 numeric
@attribute channel_4_70 numeric
@attribute channel_4_71 numeric
@attribute channel_4_72 numeric
@attribute channel_4_73 numeric
@attribute channel_4_74 numeric
@attribute channel_4_75 numeric
@attribute channel_4_76 numeric
@attribute channel_4_77 numeric
@attribute channel_4_78 numeric
@attribute channel_4_79 numeric
@attribute channel_4_80 numeric
@attribute channel_4_81 numeric
@attribute channel_4_82 numeric
@attribute channel_4_83 numeric
@attribute channel_4_84 numeric
@attribute channel_4_85 numeric
@attribute channel_4_86 numeric
@attribute channel_4_87 numeric
@attribute channel_4_88 numeric
@attribute channel_4_89 numeric
@attribute channel_4_90 numeric
@attribute channel_4_91 numeric
@attribute channel_4_92 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
1.4271,0.96733,0.34967,0.8266,1.2445,1.2954,1.0108,0.12514,0.45438,-0.13332,-0.28241,-1.8334,-2.5138,-2.835,-2.7312,-2.2896,-1.8188,-0.64114,-0.3768,-1.2724,-0.61537,-0.14783,0.27237,0.073522,0.36551,-0.23429,-0.83501,-1.4052,-0.83741,-0.39948,-0.43856,0.28053,0.008823,-0.2677,0.11659,0.13058,0.47267,0.3096,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.28635,0.59997,1.1641,1.4448,1.1995,1.146,0.98168,0.97024,0.91234,-0.87599,-2.2341,-2.1834,-2.4018,-2.3075,-1.8622,-0.9239,0.82215,0.035494,-0.009363,0.27386,0.007145,0.57779,-0.2519,0.53512,0.61316,-0.43655,-0.76746,-1.0722,-1.6406,-1.7311,-1.6767,-1.6517,-1.2685,-0.42549,-0.39814,-0.41619,-0.7243,-0.22795,-0.11566,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.95836,1.0929,1.0518,1.1207,0.56186,1.5536,0.61902,0.66,1.2299,1.2677,0.19957,0.53884,-0.99252,-1.7289,-1.9366,-1.6831,-2.0493,-1.4476,-0.78626,0.41544,0.032413,0.47815,0.9638,0.75523,-0.088127,0.049368,0.084014,0.79544,-0.28325,-0.66321,-1.2788,-1.0505,-1.422,-1.4802,-1.6279,-1.5463,-1.1036,-0.42408,-0.3354,-0.53517,-0.4685,0.024095,-0.69321,-0.95727,-0.66066,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
1.2927,0.48367,1.047,0.99392,1.2806,1.0153,0.52364,0.056057,-0.94012,-1.418,-1.694,-2.1737,-2.2466,-2.0656,-1.6977,-0.74336,0.49145,0.52789,0.59448,0.002048,1.0009,1.4668,0.42055,0.40106,0.24013,0.31375,-0.34033,-0.90346,-1.1629,-1.0824,-1.3601,-1.3607,-1.7874,-1.5608,-0.53398,-0.19973,-0.71261,-1.6757,-0.6023,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
1.1752,1.3425,1.2421,1.3859,1.2343,1.3368,0.44738,0.97268,0.56635,-0.6573,-1.6565,-2.1625,-2.1743,-1.6032,-1.932,-0.97941,-0.66063,0.22441,0.11726,0.080042,0.32717,0.62476,0.55693,0.46941,0.88305,0.40033,-0.17044,-0.53583,-0.95167,-0.86595,-1.0961,-0.99722,-0.78729,-0.21918,-0.31822,-0.23709,-0.77636,-0.30868,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
1.433,1.5924,1.5703,1.6735,0.4695,0.65158,0.48915,-0.46423,-1.4015,-1.9168,-1.9089,-1.539,-1.4509,-1.0884,-0.80432,1.0024,0.67874,-0.18334,0.30946,0.34373,0.56473,0.26691,0.355,0.34663,-0.24963,-0.71116,-0.89428,-0.88229,-1.1754,-1.0267,-0.71704,-0.47257,-0.76361,0.55705,-0.3176,-0.49981,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
1.7003,1.136,1.5494,0.47738,0.91037,2.4312,1.1689,0.52519,0.44946,0.079872,0.77579,-0.61415,-1.322,-1.7747,-1.4516,-1.9603,-1.7238,-1.1285,0.32832,0.7876,0.41111,0.13507,0.53515,0.33605,0.02823,0.54859,0.42093,0.25624,-0.60112,-1.1035,-1.028,-1.1469,-1.3323,-1.5836,-1.4207,-1.1685,-0.75521,-0.36382,-0.16134,-0.36122,0.048735,-0.66705,-0.81901,-1.0292,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.52859,0.97978,0.99528,-0.78838,-1.5272,-1.6488,-1.736,-1.5529,-1.4831,-1.0074,0.055189,0.37256,0.25098,0.47236,0.4034,0.6073,0.11979,-0.023512,-0.68532,-0.90106,-1.1363,-1.0805,-1.2604,-1.4739,-1.4606,-1.4663,-1.0114,-0.69887,-0.7169,-0.52195,-0.57252,-1.0166,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
1.3025,1.4231,0.1384,1.2982,0.55998,0.95674,-0.28355,-0.15338,-1.0849,-0.63358,-0.70705,-1.4013,-0.22037,0.55815,0.31334,0.48708,0.60583,0.35584,0.32528,0.27048,0.24872,0.34115,0.058498,-0.96856,-0.89629,-0.60188,-0.84857,-1.1332,-0.79611,-0.81902,-0.75666,-0.6396,-0.88318,-0.57806,-0.66451,-0.63815,-1.0126,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.20617,1.3417,1.0168,1.9146,1.643,0.82686,0.09606,-0.74307,-1.5712,-1.4274,-1.8643,-1.8705,-1.9035,-1.3379,0.18741,-0.000887,0.35882,0.50713,-0.23531,0.42197,0.94193,0.4909,0.70724,0.17563,0.49795,-0.50454,-0.78118,-1.0702,-1.372,-1.3731,-1.3809,-1.9214,-1.1765,-1.0467,-0.31319,-0.50257,-0.89802,-0.72957,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
