@relation SpokenArabicDigits_channel_12

@attribute channel_12_0 numeric
@attribute channel_12_1 numeric
@attribute channel_12_2 numeric
@attribute channel_12_3 numeric
@attribute channel_12_4 numeric
@attribute channel_12_5 numeric
@attribute channel_12_6 numeric
@attribute channel_12_7 numeric
@attribute channel_12_8 numeric
@attribute channel_12_9 numeric
@attribute channel_12_10 numeric
@attribute channel_12_11 numeric
@attribute channel_12_12 numeric
@attribute channel_12_13 numeric
@attribute channel_12_14 numeric
@attribute channel_12_15 numeric
@attribute channel_12_16 numeric
@attribute channel_12_17 numeric
@attribute channel_12_18 numeric
@attribute channel_12_19 numeric
@attribute channel_12_20 numeric
@attribute channel_12_21 numeric
@attribute channel_12_22 numeric
@attribute channel_12_23 numeric
@attribute channel_12_24 numeric
@attribute channel_12_25 numeric
@attribute channel_12_26 numeric
@attribute channel_12_27 numeric
@attribute channel_12_28 numeric
@attribute channel_12_29 numeric
@attribute channel_12_30 numeric
@attribute channel_12_31 numeric
@attribute channel_12_32 numeric
@attribute channel_12_33 numeric
@attribute channel_12_34 numeric
@attribute channel_12_35 numeric
@attribute channel_12_36 numeric
@attribute channel_12_37 numeric
@attribute channel_12_38 numeric
@attribute channel_12_39 numeric
@attribute channel_12_40 numeric
@attribute channel_12_41 numeric
@attribute channel_12_42 numeric
@attribute channel_12_43 numeric
@attribute channel_12_44 numeric
@attribute channel_12_45 numeric
@attribute channel_12_46 numeric
@attribute channel_12_47 numeric
@attribute channel_12_48 numeric
@attribute channel_12_49 numeric
@attribute channel_12_50 numeric
@attribute channel_12_51 numeric
@attribute channel_12_52 numeric
@attribute channel_12_53 numeric
@attribute channel_12_54 numeric
@attribute channel_12_55 numeric
@attribute channel_12_56 numeric
@attribute channel_12_57 numeric
@attribute channel_12_58 numeric
@attribute channel_12_59 numeric
@attribute channel_12_60 numeric
@attribute channel_12_61 numeric
@attribute channel_12_62 numeric
@attribute channel_12_63 numeric
@attribute channel_12_64 numeric
@attribute channel_12_65 numeric
@attribute channel_12_66 numeric
@attribute channel_12_67 numeric
@attribute channel_12_68 numeric
@attribute channel_12_69 numeric
@attribute channel_12_70 numeric
@attribute channel_12_71 numeric
@attribute channel_12_72 numeric
@attribute channel_12_73 numeric
@attribute channel_12_74 numeric
@attribute channel_12_75 numeric
@attribute channel_12_76 numeric
@attribute channel_12_77 numeric
@attribute channel_12_78 numeric
@attribute channel_12_79 numeric
@attribute channel_12_80 numeric
@attribute channel_12_81 numeric
@attribute channel_12_82 numeric
@attribute channel_12_83 numeric
@attribute channel_12_84 numeric
@attribute channel_12_85 numeric
@attribute channel_12_86 numeric
@attribute channel_12_87 numeric
@attribute channel_12_88 numeric
@attribute channel_12_89 numeric
@attribute channel_12_90 numeric
@attribute channel_12_91 numeric
@attribute channel_12_92 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.5114,0.78115,0.64465,0.33769,0.32941,-0.001105,-0.11564,-0.18095,-0.30685,-0.05151,-0.76206,-0.15276,-0.29238,-0.45304,-0.68147,-0.46095,-0.21149,-0.010954,-0.71566,-0.39843,0.2258,-0.099638,0.014142,0.032797,-0.19943,-0.52489,0.06337,-0.089848,-0.17023,-0.16948,0.26224,-0.31213,-0.65541,-0.53067,-0.15916,0.017725,-0.66361,-0.29597,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.44326,0.37813,0.10368,0.44311,0.44343,0.81689,0.18099,-0.035126,0.28011,-0.7394,-0.47549,-0.43071,-0.34138,-0.57365,-0.28575,-0.52356,-0.62083,-0.20888,-0.44232,-0.5058,0.11565,-0.18231,-0.051297,-0.3334,-0.97562,-0.40443,0.072456,0.032743,0.13371,0.11933,-0.35966,-0.3669,-0.18431,-0.18945,-0.15841,-0.47519,-0.13975,-0.081675,-0.21358,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.66992,0.84121,0.07027,0.2052,0.13367,0.45482,0.088027,0.3772,0.34506,-0.12505,0.26877,-0.066555,-0.15047,0.058967,-0.20643,0.027591,-0.46833,-0.64055,-0.43825,-0.45598,-0.75043,-0.24221,0.045144,-0.38212,0.058572,-0.3317,-0.002928,-0.21101,-0.53273,0.004441,0.37152,0.21002,0.093011,0.074944,0.11105,0.03452,0.37567,0.524,-0.2488,-0.017576,-0.43695,-0.30828,0.12228,-0.11914,-0.21616,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.31641,0.19503,0.6148,0.32744,-0.066889,-0.076525,-1.1484,-0.26794,-0.91419,-0.45809,-0.73335,-0.56114,-0.5075,-0.72764,-0.43195,-0.53225,-0.76993,-0.33095,-0.22363,-0.12626,-0.030496,-0.083524,-0.88801,-0.34374,0.014818,-0.97172,0.078265,0.17535,0.10577,0.087612,0.065489,0.13104,-0.25851,-0.34247,-0.14721,-0.31492,-0.13325,-0.45206,-0.035564,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.18422,0.091269,-0.74703,0.33507,0.43647,0.49131,0.57073,0.28638,-0.51281,-0.80039,-0.24427,-0.06554,-0.27469,-0.68239,-0.58478,-0.99519,-0.43665,-0.44581,-0.17923,-0.21087,-0.21895,-0.51461,0.35999,0.62737,-0.10374,-0.078313,-0.17585,-0.1299,0.31199,0.016853,0.075004,-0.051166,0.14725,0.18622,0.028612,-0.4122,0.38276,0.39629,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.43619,0.39507,0.45158,0.81374,0.68793,0.06652,-0.34607,-0.84724,-0.063262,0.11234,-0.26166,-0.49245,-0.51582,-0.99394,-0.37963,-0.50189,-0.60209,0.095326,-0.17964,0.028939,0.165,0.59484,0.40037,-0.2467,-0.35924,-0.11625,0.32036,0.038177,0.14667,0.025539,0.1664,0.18772,0.31741,-0.64157,0.18659,-0.097232,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.62887,0.37486,0.50376,0.080843,0.41094,0.83063,0.57654,0.574,0.25233,0.25133,0.49971,-0.031936,0.034724,-0.05325,-0.151,-0.13236,-0.64553,-0.37111,-0.32178,-0.43065,-0.30243,0.094619,0.21174,-0.2284,-0.24848,0.058322,0.12537,-0.53045,-0.065601,0.15682,0.21534,0.14619,0.079015,0.18551,-0.039312,0.33502,0.23887,-0.24369,-0.23213,-0.62745,-0.43424,0.22325,-0.03584,-0.29349,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.84138,0.002048,-0.71315,-0.51234,-0.068158,-0.14924,-0.049832,-0.1035,-0.054698,-0.23527,-0.47329,-0.035014,0.21997,0.074797,-0.05749,-0.022043,-0.15404,-0.73958,-0.28902,0.21354,-0.081296,-0.093668,0.057895,-0.35152,-0.20203,0.24256,0.13348,-0.12271,-0.22104,-0.27559,-0.56286,-0.5096,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.18037,0.70686,0.40493,0.34434,0.43961,0.42682,0.09657,-0.72258,-0.50322,-0.14867,-0.22551,-0.65706,-1.0444,-0.71294,-0.34262,-0.66915,-0.17138,-0.14475,-0.19524,-0.26626,-0.12092,-0.087956,-0.52275,0.060536,-0.015046,0.11689,-0.2178,-0.10778,-0.21398,-0.43317,-0.13148,0.12491,0.027423,-0.45215,0.13062,0.52199,-0.12617,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.43895,-0.085503,0.69057,-0.20655,0.13884,0.12075,0.10922,-0.40303,-0.38319,-0.53923,-0.20333,-0.61462,-0.36784,-0.55537,-0.73331,-0.28199,-0.33747,-0.090695,0.41279,-0.036783,-0.38651,-0.46341,-0.32571,0.25885,-0.82581,0.035007,0.15183,0.089187,-0.16687,0.23147,0.10915,-0.18453,-0.42849,-0.12534,-0.094832,-0.17215,-0.51051,0.005535,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
